31,44,70,8,24,32,33,67,50,72,61,12,65,41,49,5,35,53,90,91,69,82,38,45,77,86,21,80,34,56,9,17,94,46,79,85,96,63,42,20,16,0,75,25,15,2,59,14,89,48,97,29,58,26,71,57,60,51,64,4,19,73,62,93,87,68,47,10,30,13,81,84,74,6,78,52,99,36,28,95,54,23,76,22,3,92,40,39,43,83,88,66,37,18,98,1,27,55,7,11
23,3,29,33,87,82,97,34,54,27,65,72,10,39,55,83,14,64,44,51,5,20,21,45,12,16,57,28,80,92,79,1,67,15,24,22,63,81,7,48,58,18,6,91,11,77,40,59,4,90,86,19,8,26,42,31,32,47,96,17,78,66,56,60,85,38,84,99,69,61,52,73,70,62,98,30,2,25,46,37,43,13,68,74,75,88,94,53,50,9,0,36,49,95,93,71,76,41,89,35
25,59,71,87,15,69,78,99,26,88,67,61,70,35,3,75,82,45,84,9,8,62,85,66,24,18,33,76,77,31,44,38,81,14,65,20,90,41,73,55,19,42,46,2,39,58,6,92,60,56,11,86,43,13,10,79,28,36,7,89,94,22,63,30,0,37,27,51,40,95,16,98,64,21,74,97,53,50,57,1,4,96,12,83,5,91,54,29,34,49,48,52,23,68,17,32,47,72,80,93
45,91,9,54,17,37,0,47,65,89,73,21,42,23,84,2,44,78,48,90,15,14,28,8,71,82,68,38,99,75,32,31,51,43,97,30,66,86,24,10,81,63,79,7,94,18,80,40,16,62,22,92,87,35,83,93,96,53,57,29,41,72,67,56,55,49,12,59,11,3,58,33,26,69,95,88,13,20,4,50,36,64,25,46,5,61,52,77,76,6,34,19,74,27,70,85,98,39,60,1
64,9,52,10,87,83,56,49,63,86,23,69,13,7,22,58,55,77,42,5,1,34,14,8,43,53,61,90,84,28,95,2,99,50,51,6,11,72,19,32,4,35,33,21,92,41,98,40,18,73,66,44,91,47,25,78,93,48,3,94,31,70,27,85,0,39,29,17,57,60,54,71,97,74,65,80,81,20,37,12,76,24,59,26,16,96,46,88,67,89,82,62,45,38,15,68,36,79,30,75
31,43,33,27,83,36,84,98,76,20,5,51,14,7,24,90,82,72,19,29,11,92,12,58,16,64,65,97,62,99,0,54,45,55,77,96,67,89,37,60,1,57,34,2,26,95,25,13,30,40,28,3,59,71,94,38,86,42,17,18,35,39,74,70,93,56,49,23,47,8,9,48,85,4,63,73,15,68,66,41,53,80,75,46,88,91,32,10,61,22,21,69,79,87,44,52,50,6,78,81
90,31,18,88,46,6,92,68,94,75,71,53,26,32,79,17,57,64,61,82,30,56,76,38,7,80,11,48,69,41,91,13,99,42,40,10,39,83,97,70,87,72,4,93,98,23,54,96,58,14,52,22,49,27,19,3,16,1,44,15,29,60,24,0,47,34,51,63,66,84,62,50,2,20,25,59,43,78,35,36,65,9,74,37,81,45,85,55,89,21,67,12,33,73,86,8,77,95,5,28
73,36,93,72,81,98,3,20,53,25,65,91,24,8,32,89,62,99,92,68,48,86,4,83,69,71,56,96,59,78,14,64,97,6,15,9,58,16,12,2,77,76,84,23,70,95,1,33,40,44,5,57,41,37,18,39,51,61,54,94,90,47,35,26,66,10,45,55,30,28,49,34,74,75,80,19,87,7,22,17,21,42,38,50,11,88,85,60,13,63,46,67,79,82,52,0,31,43,29,27
70,81,93,98,38,21,15,86,76,39,43,83,12,97,55,53,22,16,1,2,34,3,67,19,40,88,74,27,45,48,89,49,10,33,6,94,4,99,13,0,73,9,65,51,56,72,28,24,69,79,44,91,29,42,80,82,37,77,64,50,8,35,57,92,31,95,68,87,32,47,18,78,66,52,85,62,71,20,5,36,60,63,41,7,90,14,46,26,59,84,23,11,58,54,25,30,17,75,96,61
14,63,27,90,35,45,64,7,72,84,39,4,21,0,97,23,54,37,25,34,47,41,80,51,76,81,15,36,8,26,52,96,32,55,49,88,87,50,18,6,78,99,30,20,94,82,92,42,17,24,11,2,79,83,10,46,91,12,56,86,85,40,98,68,57,1,93,71,5,28,38,33,74,70,19,62,43,3,9,44,66,60,75,13,65,16,69,67,59,77,31,53,95,61,29,48,22,73,89,58
