1,3,7,0,9,11,5,6,2,4,8,13,12,16,14,17,26,15,20,23,10,21,18,19,24,22,27,31,25,29,32,30,28,37,35,38,33,39,36,42,41,44,40,43,47,34,46,50,49,48,54,51,45,52,53,55,57,59,58,65,56,61,62,64,60,66,69,63,73,68,74,70,71,72,79,80,75,78,85,76,81,77,67,86,82,87,83,84,88,90,89,96,98,93,94,91,95,97,92,99
2,1,0,15,5,3,4,7,13,9,19,11,8,10,6,12,18,14,17,21,31,20,22,16,26,24,25,23,27,30,32,28,29,35,40,36,37,34,48,38,41,42,33,39,46,44,43,50,45,54,51,52,49,53,55,47,58,56,57,59,60,67,62,66,69,63,61,65,71,68,72,76,77,70,73,81,75,79,78,84,64,74,87,82,88,80,89,86,93,85,90,83,91,97,92,95,94,99,96,98
3,0,1,4,2,5,7,9,6,8,13,19,10,15,21,17,11,16,25,26,12,14,18,20,23,31,24,22,27,29,34,30,28,33,36,35,38,39,37,40,41,32,44,49,42,45,43,47,46,50,57,53,58,51,54,52,48,55,59,60,67,61,56,62,68,66,63,64,71,70,65,69,72,74,73,76,75,78,77,81,86,79,84,92,82,80,83,88,87,90,94,95,93,99,96,97,98,85,91,89
5,2,0,3,4,1,15,6,10,7,9,8,11,16,14,12,17,13,18,26,21,22,19,23,35,27,30,28,25,20,31,38,24,29,36,32,33,37,34,40,46,48,39,42,41,44,43,47,45,49,52,51,50,55,54,62,53,59,56,61,58,57,60,66,63,65,69,64,70,71,68,67,73,77,72,74,75,76,81,78,80,82,83,85,90,79,84,88,89,86,94,87,91,95,92,93,96,99,97,98
1,0,4,2,11,9,12,6,5,10,3,17,23,7,14,16,15,13,18,8,21,24,20,22,26,19,25,28,27,35,32,34,37,29,31,33,30,40,39,36,41,46,38,42,44,47,43,48,49,55,45,50,59,52,51,53,54,58,57,68,60,56,61,63,62,65,64,73,69,66,70,72,71,79,75,74,67,76,82,78,80,83,85,77,88,90,84,86,81,87,94,89,91,97,92,93,96,98,99,95
4,0,3,5,6,7,2,15,8,12,11,9,17,10,1,18,19,13,20,16,21,23,26,25,22,14,27,33,30,31,37,42,29,24,28,32,34,35,38,36,39,43,41,50,45,40,44,46,60,48,49,52,55,51,47,59,57,54,53,56,63,64,62,58,61,67,71,68,65,70,66,77,69,73,72,74,79,76,80,78,84,82,75,89,83,81,86,87,85,90,96,91,92,88,95,94,98,93,97,99
1,2,3,4,8,11,0,9,17,18,6,7,19,5,20,12,13,14,21,15,10,22,24,16,28,23,26,25,27,31,29,33,32,40,37,34,30,41,36,35,38,39,45,44,50,42,52,43,51,46,47,56,53,60,54,58,49,55,59,48,57,63,65,68,62,67,61,69,66,71,76,64,72,74,77,73,80,75,78,79,81,70,83,84,88,89,82,87,90,91,86,93,85,99,92,97,96,95,94,98
2,4,0,11,3,10,9,7,6,8,1,12,13,19,15,16,14,5,21,18,20,17,22,24,27,23,28,32,29,25,34,26,33,31,30,38,36,40,35,42,37,39,46,41,43,45,48,49,44,47,51,52,56,50,57,54,62,58,53,59,55,61,60,72,64,68,63,71,65,66,67,73,76,79,75,70,80,69,91,78,77,74,84,81,96,85,83,86,82,89,87,90,88,92,93,94,95,99,98,97
2,0,3,7,4,9,1,15,10,5,11,8,19,12,6,14,16,17,25,18,20,27,26,13,24,22,23,30,32,33,21,28,31,29,37,36,41,40,39,35,42,34,46,50,43,49,38,44,47,48,51,45,54,55,53,61,58,52,66,56,57,59,63,60,62,64,65,69,67,68,71,72,74,76,70,75,86,80,73,78,77,79,82,87,95,81,90,89,85,83,88,91,92,84,93,94,96,98,99,97
0,3,1,2,4,9,8,5,6,7,10,11,12,13,14,16,20,19,15,17,21,18,25,26,29,23,35,37,22,32,31,30,24,28,33,36,42,27,34,41,43,47,39,46,38,40,51,44,48,49,50,53,55,58,56,45,52,59,62,60,54,66,57,63,61,65,67,64,70,68,69,72,78,84,74,83,73,75,81,71,76,77,80,85,86,79,82,94,87,88,90,91,89,99,92,93,95,96,97,98
0,2,4,1,3,8,7,5,6,9,12,14,11,21,10,13,16,18,22,19,27,17,15,36,23,29,30,20,24,25,26,34,28,37,31,38,33,32,39,42,41,40,43,51,45,35,46,47,53,44,48,49,54,52,50,56,58,57,59,66,55,62,61,69,68,60,67,64,70,63,65,78,76,71,74,82,73,72,85,77,75,79,83,81,90,84,88,80,87,89,91,93,95,86,98,97,94,92,99,96
1,4,0,2,7,8,3,6,10,15,11,5,12,9,13,17,16,18,25,19,14,22,20,24,28,23,21,30,26,32,27,35,31,37,36,40,29,34,33,39,45,38,42,43,44,41,46,50,52,48,47,49,56,51,58,55,54,53,62,57,65,59,64,69,74,60,61,63,66,68,67,71,73,72,83,75,85,70,79,76,82,84,78,80,87,77,89,91,81,86,92,93,95,96,99,88,90,98,97,94
3,6,0,4,1,11,8,7,2,5,9,13,17,14,15,18,16,20,12,21,10,23,19,22,25,30,33,24,27,26,29,28,34,36,31,32,35,37,49,39,38,40,41,42,43,48,45,46,47,51,50,52,44,53,60,59,62,56,57,54,55,58,64,67,61,63,65,68,72,66,69,73,70,75,71,76,77,82,74,78,79,81,85,87,84,86,80,90,89,93,83,91,88,95,96,92,94,99,97,98
1,0,7,6,3,2,5,8,9,10,4,12,11,13,23,22,17,14,16,19,18,15,21,24,26,28,29,20,25,32,30,33,27,37,34,31,39,35,36,38,45,41,47,40,43,48,46,49,54,60,42,44,50,57,51,52,53,55,56,62,63,58,59,61,65,64,68,70,66,67,79,76,78,69,71,74,73,77,75,72,83,81,80,84,86,94,91,96,89,82,88,93,87,90,85,92,98,99,97,95
1,3,0,2,11,7,4,9,13,6,12,5,14,22,10,15,19,16,8,17,18,20,23,21,26,25,28,33,27,37,29,38,31,36,24,32,30,34,39,40,44,35,46,42,43,53,45,48,55,51,41,50,49,47,57,63,52,56,54,58,62,60,59,61,67,69,64,70,65,68,73,71,72,78,74,66,76,75,84,81,77,80,88,87,79,83,86,94,85,91,92,82,89,93,97,99,95,98,90,96
0,6,1,2,9,5,3,10,16,13,18,7,4,17,8,12,11,15,21,22,14,23,19,25,33,28,29,24,30,26,20,31,32,37,36,43,27,40,35,42,38,48,47,34,44,39,51,41,46,50,45,52,53,49,54,60,59,56,63,57,58,62,55,61,68,64,66,71,67,77,73,70,65,74,78,69,72,80,79,82,81,75,76,84,86,88,85,93,87,83,89,92,90,95,94,96,91,97,98,99
2,5,1,3,6,0,10,7,4,8,9,11,12,18,13,14,15,16,24,22,17,20,21,19,23,26,29,27,31,34,36,33,28,25,40,35,37,39,30,42,45,32,49,41,47,54,43,48,38,44,50,46,51,56,52,55,59,61,57,60,58,63,53,65,70,66,62,64,68,82,72,67,73,71,69,75,76,86,77,81,87,74,79,80,78,90,89,93,83,85,88,84,94,91,92,98,95,96,97,99
0,5,19,6,2,10,1,14,4,8,12,3,11,7,9,17,16,13,20,21,23,15,18,22,24,27,26,25,28,29,30,31,32,39,34,33,36,38,42,37,44,57,35,41,43,52,46,48,51,40,47,50,45,55,54,53,56,49,65,68,60,59,58,61,62,69,63,66,67,71,70,64,75,72,76,74,77,80,73,79,83,81,82,85,86,88,91,84,94,78,87,89,97,90,92,93,99,95,98,96
1,0,7,2,3,4,9,13,6,10,5,12,17,11,8,14,15,16,18,20,22,21,24,23,19,33,28,26,25,27,32,29,34,30,37,47,31,38,36,42,35,41,39,44,43,45,53,48,40,55,49,52,54,50,51,56,64,46,60,62,69,66,58,57,59,63,65,61,67,68,70,74,72,77,76,81,73,75,79,71,82,80,78,83,84,86,88,87,94,85,89,92,90,91,93,95,97,99,98,96
3,1,6,0,5,2,4,7,12,9,16,8,24,14,11,10,18,15,22,13,19,26,23,17,25,30,21,27,29,28,34,20,33,31,35,43,32,36,37,53,39,41,38,40,55,46,42,49,44,47,56,50,45,61,54,48,52,57,59,62,64,51,58,60,63,71,65,66,67,68,73,70,75,72,84,69,77,74,80,76,81,85,79,86,88,78,89,97,83,92,82,87,91,93,95,90,96,98,94,99
2,0,1,5,4,9,6,7,12,8,3,10,16,13,17,11,14,15,19,24,28,23,20,18,21,26,22,27,29,25,32,34,33,30,35,31,36,41,38,37,44,40,39,42,47,43,45,49,48,50,46,51,56,52,54,53,59,68,55,58,57,64,60,66,61,69,63,70,76,62,73,65,71,77,75,67,72,81,78,79,83,80,98,74,85,84,87,91,82,90,94,88,95,92,86,97,89,93,96,99
1,0,4,5,6,2,3,11,7,10,19,9,15,13,16,8,17,12,20,25,21,22,18,24,26,14,23,37,39,27,31,30,29,32,38,35,28,33,45,41,34,44,36,40,49,42,50,47,43,46,48,54,51,56,53,58,52,57,55,66,60,61,64,59,62,65,67,63,70,68,77,72,69,73,71,74,75,78,81,79,82,80,87,92,83,76,86,89,88,85,91,84,93,94,99,96,90,97,98,95
2,3,10,5,6,0,4,13,7,1,9,8,11,18,21,19,17,12,14,20,22,15,24,29,16,25,32,26,27,28,31,23,34,36,30,35,33,39,38,37,43,41,42,45,47,40,48,44,51,46,49,54,55,50,52,53,57,60,58,56,59,66,62,61,64,65,63,67,69,70,78,75,68,77,72,71,73,74,79,80,82,93,92,83,76,81,85,89,84,97,91,99,90,87,86,88,95,98,94,96
2,0,9,5,10,4,1,3,16,14,7,13,6,11,15,8,18,17,20,23,19,12,29,21,28,24,26,31,22,25,36,30,35,27,33,37,34,38,39,40,41,32,45,42,49,50,46,47,43,48,53,44,58,51,52,59,54,56,63,55,60,61,66,62,64,65,77,70,74,76,71,73,72,78,75,67,80,79,57,68,86,81,69,91,82,84,85,83,89,87,92,94,93,97,88,90,95,96,99,98
10,0,2,8,5,3,7,1,14,15,4,6,11,12,16,17,13,18,20,9,21,19,22,23,24,36,30,25,28,26,33,34,27,38,40,31,37,32,35,43,44,49,41,29,47,52,46,45,48,42,51,58,39,57,55,61,53,54,65,62,59,60,69,50,63,73,64,67,71,66,75,72,56,74,78,68,81,76,77,90,80,79,70,82,83,87,85,88,84,86,96,89,92,95,91,94,93,99,98,97
0,1,3,4,5,16,2,6,9,7,11,8,13,12,10,21,14,17,27,18,25,15,19,22,20,29,24,37,26,33,23,28,31,30,34,38,43,35,32,40,51,36,45,39,42,41,44,46,49,47,55,48,58,52,53,57,50,54,62,56,64,67,59,66,60,68,63,73,69,61,70,78,65,76,71,74,77,79,80,75,81,82,72,83,85,88,84,94,89,92,86,87,90,91,93,96,95,99,97,98
8,14,3,1,9,5,4,6,10,11,16,12,36,0,7,2,13,17,20,21,18,15,24,23,25,19,31,27,22,30,26,32,40,28,34,39,29,35,33,37,41,38,45,44,43,42,53,46,49,47,51,50,54,55,52,63,56,48,64,57,58,59,68,67,61,60,71,66,69,81,62,65,74,70,73,75,83,72,76,80,77,78,82,85,86,84,88,90,94,98,89,97,91,99,92,93,79,95,87,96
0,2,4,3,6,1,7,8,5,9,14,15,10,20,11,21,16,12,17,13,25,19,22,18,29,23,27,31,28,30,26,34,38,24,33,35,32,36,40,37,42,43,53,39,41,44,49,45,47,46,58,48,55,62,56,50,54,51,52,57,60,61,66,63,59,68,73,65,64,75,67,76,69,80,72,77,83,82,70,78,74,86,81,84,71,85,88,79,91,90,98,89,96,94,87,97,92,99,95,93
0,7,1,3,6,2,4,5,11,9,13,14,8,12,10,16,24,15,18,21,20,19,26,25,22,31,23,27,17,29,38,28,30,32,33,34,35,39,45,36,37,40,42,41,43,49,44,47,48,46,52,54,59,51,53,55,57,56,50,64,61,66,69,67,62,65,60,68,63,76,58,78,71,74,72,70,80,73,75,79,81,77,82,84,83,85,87,90,86,96,89,92,88,93,91,95,98,94,97,99
1,2,3,10,5,13,0,7,11,4,12,8,6,16,15,9,17,14,23,24,19,18,25,22,31,21,36,20,26,29,28,32,27,35,37,34,39,33,38,42,30,49,57,45,43,52,44,41,40,50,58,51,56,46,53,47,55,67,61,48,59,64,60,62,54,63,69,65,84,66,71,68,70,72,77,79,76,73,78,87,75,80,83,74,82,85,81,88,92,89,93,94,97,90,86,98,91,99,95,96
3,4,1,6,0,2,8,7,10,5,9,14,11,12,18,15,21,17,16,19,13,22,28,20,23,24,25,27,31,29,26,32,35,39,30,33,37,43,36,34,42,44,46,41,40,38,48,52,45,47,50,49,51,53,55,54,57,58,59,56,61,62,66,63,64,60,74,65,67,69,71,68,81,70,72,73,75,84,77,78,79,76,82,83,85,80,96,86,89,93,91,88,87,90,98,92,97,94,95,99
1,0,3,7,13,8,5,10,12,14,9,4,6,18,11,17,2,22,15,16,21,24,23,30,20,26,29,19,31,35,27,25,33,28,41,32,38,36,42,48,40,34,51,43,44,37,39,50,46,49,52,45,53,54,55,56,60,66,47,63,57,70,73,64,61,58,69,68,62,74,65,71,59,79,75,72,77,83,67,78,76,81,88,85,84,86,82,80,90,87,89,91,98,94,92,93,97,99,96,95
5,0,1,2,7,9,6,3,8,12,4,15,10,13,16,14,22,18,11,17,19,26,30,28,20,27,21,29,25,23,32,47,31,39,24,34,36,33,37,41,43,38,42,40,46,45,48,44,50,52,54,53,35,49,57,61,51,58,59,66,65,55,60,68,56,63,64,69,75,67,70,72,73,62,71,76,77,79,78,83,74,81,89,84,82,85,80,90,88,86,93,87,92,97,99,94,98,96,95,91
3,0,7,4,2,10,6,1,5,9,15,11,13,14,16,17,20,19,23,30,8,25,22,18,12,28,38,31,27,32,24,26,29,21,34,45,33,39,36,47,41,46,35,42,37,49,40,50,51,52,48,55,44,59,43,53,57,54,56,60,58,64,61,63,65,66,70,68,71,62,67,72,79,73,69,74,76,88,75,77,81,85,78,80,90,82,92,91,87,84,86,93,95,89,94,96,97,83,98,99
2,3,4,0,1,5,6,7,12,10,9,13,8,14,11,16,15,22,28,18,19,17,20,26,21,23,24,29,33,30,25,35,39,27,32,36,31,40,48,34,37,50,38,43,42,52,44,45,41,49,46,47,58,60,51,54,57,61,64,56,53,59,55,69,62,66,73,63,65,67,68,70,71,80,76,72,81,75,77,86,74,79,78,85,88,87,83,84,82,90,92,89,93,91,94,95,96,99,97,98
1,4,8,2,5,23,0,3,6,9,7,15,18,17,10,16,19,13,22,20,25,14,21,12,11,24,30,32,28,27,26,31,34,35,37,33,36,29,41,39,40,44,45,48,38,42,43,46,47,49,56,54,51,52,53,59,58,50,57,61,73,64,62,60,70,66,65,67,55,63,74,71,72,68,69,76,78,75,82,81,77,83,79,80,87,85,84,89,92,86,95,88,94,90,96,91,97,99,98,93
2,0,3,5,4,1,6,9,10,11,7,12,13,8,17,14,15,16,18,25,20,21,27,32,34,19,23,31,22,30,26,24,29,36,35,38,28,37,41,45,33,40,39,52,42,43,48,51,47,44,46,53,49,54,60,55,50,57,63,62,67,58,56,68,74,61,64,65,72,66,69,59,70,73,71,79,75,80,78,83,77,87,76,82,86,84,85,91,81,89,92,88,95,90,93,94,96,99,98,97
3,0,2,8,7,18,15,4,11,6,1,5,9,29,21,10,22,19,12,17,25,23,24,26,20,16,13,28,27,14,31,33,35,32,34,48,39,38,36,41,30,37,45,40,44,42,43,46,47,49,50,54,52,53,58,55,59,61,51,56,63,60,57,66,67,69,71,64,70,62,65,72,68,73,75,76,74,77,84,79,78,82,81,83,85,80,88,86,91,90,97,98,87,89,99,92,94,93,95,96
6,0,1,4,2,9,7,5,3,16,8,15,20,12,10,11,13,19,22,17,18,14,21,25,34,28,27,26,23,33,29,24,42,37,46,31,38,36,35,44,30,40,50,41,32,39,48,43,45,54,53,47,49,55,69,57,51,56,61,52,58,59,64,65,78,60,71,62,68,67,66,63,73,74,95,77,72,75,70,80,76,88,79,82,85,84,86,81,93,87,91,83,89,90,97,99,96,92,98,94
0,1,3,2,8,6,4,12,7,23,5,14,9,17,10,11,15,18,13,19,21,24,26,16,20,25,27,22,28,31,32,34,29,35,30,33,41,37,36,38,45,40,43,39,44,47,46,57,50,52,42,59,56,60,49,51,53,58,54,48,62,66,63,55,61,70,75,64,65,74,68,69,78,80,71,73,67,72,77,83,76,82,88,81,89,79,86,99,84,85,87,94,96,90,93,91,92,98,97,95
3,0,1,2,5,8,4,7,9,17,6,12,14,19,10,15,11,20,21,18,16,13,22,26,24,25,23,31,27,28,30,35,29,33,36,32,37,34,39,45,40,42,43,41,38,48,44,47,50,46,51,49,52,54,53,56,55,57,60,61,63,59,67,66,68,70,74,58,69,62,64,71,72,78,73,65,76,75,79,77,90,82,84,89,83,80,81,85,86,87,92,88,91,96,93,95,99,94,98,97
0,2,1,10,3,9,13,15,4,5,7,6,12,17,11,14,16,19,18,8,27,20,21,22,23,33,29,25,26,36,37,31,30,34,32,41,43,24,28,35,44,38,39,40,45,46,42,47,50,48,52,53,49,54,51,60,57,56,58,55,59,61,63,62,66,67,64,65,69,72,68,71,78,75,74,80,77,70,91,73,82,79,76,81,83,89,85,86,84,92,93,88,90,95,87,94,96,97,99,98
1,0,4,6,5,2,3,8,7,9,11,12,14,10,18,13,17,19,23,15,16,21,22,24,20,25,31,36,26,27,28,32,42,29,37,30,33,38,40,51,34,47,41,43,49,35,55,57,45,44,50,39,46,48,52,53,54,65,63,62,56,61,58,59,70,64,67,72,60,68,71,66,73,75,78,69,74,77,85,90,79,81,87,83,76,82,84,80,86,91,89,88,93,97,92,95,96,94,99,98
0,1,2,11,5,4,3,6,12,8,9,7,13,10,14,15,16,17,21,32,23,20,18,25,26,19,29,31,22,28,24,27,33,34,35,30,36,42,39,38,41,45,49,44,37,43,46,47,40,48,50,51,53,52,57,55,62,56,58,59,54,73,63,61,68,60,67,69,65,66,64,76,70,72,77,80,78,74,71,75,81,88,79,82,90,84,85,83,86,92,89,91,87,93,95,96,97,99,94,98
0,1,2,17,5,8,9,3,4,6,11,10,7,13,12,18,22,19,23,14,16,26,15,21,25,24,34,41,30,32,28,27,29,31,38,20,39,35,42,45,33,43,36,46,37,44,51,52,47,53,40,50,48,54,49,55,56,57,58,59,62,60,63,66,70,64,61,71,65,72,67,68,74,75,87,76,82,69,77,86,73,84,85,79,81,83,78,92,88,89,93,80,91,90,95,96,98,97,94,99
0,1,3,4,2,10,8,6,7,12,9,5,14,11,13,17,16,18,20,23,15,25,22,21,19,26,27,31,30,35,24,29,34,28,38,33,36,42,32,37,39,40,45,43,41,44,46,48,56,49,59,50,47,54,51,62,52,60,58,53,63,67,55,65,61,64,70,72,66,69,71,68,76,57,81,77,74,73,85,78,75,79,80,82,83,87,84,88,89,86,92,94,90,98,95,99,97,91,93,96
3,4,1,5,14,6,9,2,12,0,8,11,10,17,18,25,7,13,16,19,21,15,22,20,26,30,32,24,35,28,23,33,29,27,31,36,37,39,38,40,44,42,41,34,46,43,48,50,45,55,52,51,53,49,47,56,54,63,57,64,58,67,66,62,65,61,69,68,60,70,71,59,72,82,74,73,80,78,76,75,79,77,83,81,85,84,91,87,88,86,89,94,95,99,92,93,90,96,97,98
0,1,5,6,4,3,16,2,10,7,9,8,11,13,15,12,22,17,14,19,18,32,26,30,25,20,23,37,21,24,28,35,36,31,29,27,38,33,45,42,43,44,47,34,51,46,40,49,41,39,52,48,54,53,50,56,58,55,57,66,61,60,59,65,63,67,72,73,64,70,62,74,75,68,69,77,78,81,79,76,90,87,71,82,80,83,92,85,86,84,88,89,93,94,91,97,95,99,96,98
2,3,1,4,8,0,14,5,7,11,10,6,15,16,13,21,12,20,22,9,28,19,25,18,26,29,17,27,24,23,30,32,34,38,31,39,41,45,36,33,35,37,48,42,43,49,40,47,46,55,52,53,44,54,50,63,59,57,51,61,66,58,64,60,65,56,67,62,68,70,72,71,74,81,75,78,76,69,82,80,79,73,77,84,83,87,90,85,86,94,91,88,92,89,98,93,96,97,99,95
